AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Desc,Status Desc,Hour,DayOfWeek,IsWeekend,TimeOfDay,IsNight,TimeToReport_Hours,Occ_Month,Has_Cross_Street_np,Location_Cluster,Hour_Sin,Hour_Cos
Foothill,"BUNCO, GRAND THEFT",76,F,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,11,Wednesday,0,Morning,0,336.0,11,0,17,0.258819045102521,-0.9659258262890682
Pacific,VANDALISM - MISDEAMEANOR ($399 OR UNDER),47,M,W,SINGLE FAMILY DWELLING,undefined,Adult Arrest,21,Thursday,0,Evening,0,0.0,2,0,18,-0.7071067811865477,0.7071067811865474
Southwest,THEFT PLAIN - PETTY ($950 & UNDER),30,F,B,MEDICAL/DENTAL OFFICES,undefined,Invest Cont,13,Sunday,1,Afternoon,0,0.0,1,0,12,-0.2588190451025208,-0.9659258262890683
West Valley,VANDALISM - MISDEAMEANOR ($399 OR UNDER),47,F,W,"VEHICLE, PASSENGER/TRUCK",undefined,Invest Cont,14,Friday,0,Afternoon,0,96.0,3,0,3,-0.4999999999999997,-0.8660254037844388
Devonshire,THEFT OF IDENTITY,42,M,H,BANK,undefined,Invest Cont,0,Monday,0,Night,1,888.0,2,0,7,0.0,1.0
77th Street,VANDALISM - MISDEAMEANOR ($399 OR UNDER),63,F,B,SINGLE FAMILY DWELLING,undefined,Adult Other,11,Tuesday,0,Morning,0,0.0,1,0,0,0.258819045102521,-0.9659258262890682
Mission,ROBBERY,38,M,H,PHARMACY INSIDE STORE OR SUPERMARKET*,KNIFE WITH BLADE 6INCHES OR LESS,Adult Arrest,11,Friday,0,Morning,0,0.0,9,0,15,0.258819045102521,-0.9659258262890682
Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),40,M,H,STREET,undefined,Invest Cont,12,Saturday,1,Afternoon,0,48.0,11,1,9,1.2246467991473532e-16,-1.0
N Hollywood,THEFT OF IDENTITY,0,M,O,AUTO SUPPLY STORE*,undefined,Invest Cont,16,Sunday,1,Afternoon,0,2904.0,4,0,8,-0.8660254037844385,-0.5000000000000004
West LA,THEFT OF IDENTITY,51,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,14,Thursday,0,Afternoon,0,864.0,2,0,10,-0.4999999999999997,-0.8660254037844388
Foothill,BATTERY - SIMPLE ASSAULT,11,F,H,JUNIOR HIGH SCHOOL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,11,Friday,0,Morning,0,0.0,3,0,19,0.258819045102521,-0.9659258262890682
West LA,"BURGLARY, ATTEMPTED",53,M,O,SINGLE FAMILY DWELLING,undefined,Invest Cont,22,Tuesday,0,Night,1,0.0,12,0,12,-0.5000000000000004,0.8660254037844384
Olympic,THEFT OF IDENTITY,23,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,14,Friday,0,Afternoon,0,0.0,2,0,9,-0.4999999999999997,-0.8660254037844388
Harbor,THEFT OF IDENTITY,51,F,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,4,Tuesday,0,Night,1,120.0,8,0,5,0.8660254037844386,0.5000000000000001
Southeast,INTIMATE PARTNER - SIMPLE ASSAULT,21,M,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,21,Tuesday,0,Evening,0,24.0,9,0,13,-0.7071067811865477,0.7071067811865474
Olympic,VANDALISM - MISDEAMEANOR ($399 OR UNDER),62,F,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,7,Tuesday,0,Morning,0,0.0,12,0,9,0.9659258262890683,-0.25881904510252063
77th Street,ROBBERY,41,M,H,STREET,SIMULATED GUN,Invest Cont,3,Tuesday,0,Night,1,0.0,6,0,0,0.7071067811865476,0.7071067811865476
Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),47,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,8,Wednesday,0,Morning,0,456.0,7,0,11,0.8660254037844387,-0.4999999999999998
Central,BURGLARY FROM VEHICLE,53,M,B,STREET,undefined,Invest Cont,20,Thursday,0,Evening,0,24.0,12,1,9,-0.8660254037844386,0.5000000000000001
Southwest,PURSE SNATCHING,64,F,B,MARKET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,11,Saturday,1,Morning,0,0.0,2,0,0,0.258819045102521,-0.9659258262890682
Rampart,BURGLARY FROM VEHICLE,39,M,W,STREET,undefined,Invest Cont,21,Monday,0,Evening,0,24.0,11,0,9,-0.7071067811865477,0.7071067811865474
Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),55,F,W,STREET,undefined,Invest Cont,3,Wednesday,0,Night,1,48.0,5,0,11,0.7071067811865476,0.7071067811865476
Southwest,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,F,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,15,Sunday,1,Afternoon,0,0.0,9,0,12,-0.7071067811865471,-0.7071067811865479
77th Street,VIOLATION OF RESTRAINING ORDER,45,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,0,Monday,0,Night,1,0.0,4,0,13,0.0,1.0
Rampart,BATTERY - SIMPLE ASSAULT,99,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,16,Thursday,0,Afternoon,0,2952.0,3,0,9,-0.8660254037844385,-0.5000000000000004
Newton,BURGLARY FROM VEHICLE,27,M,W,STREET,undefined,Invest Cont,20,Thursday,0,Evening,0,144.0,2,1,9,-0.8660254037844386,0.5000000000000001
Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),32,M,H,ELEMENTARY SCHOOL,undefined,Invest Cont,21,Sunday,1,Evening,0,48.0,4,0,14,-0.7071067811865477,0.7071067811865474
Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),30,M,H,OTHER/OUTSIDE,undefined,Invest Cont,20,Tuesday,0,Evening,0,26376.0,3,1,6,-0.8660254037844386,0.5000000000000001
Central,ARSON,0,M,O,MTA BUS,undefined,Invest Cont,8,Tuesday,0,Morning,0,0.0,2,0,9,0.8660254037844387,-0.4999999999999998
Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,H,SINGLE FAMILY DWELLING,FOLDING KNIFE,Adult Arrest,3,Sunday,1,Night,1,0.0,1,0,16,0.7071067811865476,0.7071067811865476
77th Street,ROBBERY,43,M,B,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,14,Monday,0,Afternoon,0,0.0,7,0,0,-0.4999999999999997,-0.8660254037844388
Topanga,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,H,STREET,OTHER KNIFE,Invest Cont,20,Tuesday,0,Evening,0,0.0,6,1,16,-0.8660254037844386,0.5000000000000001
Wilshire,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",29,F,W,OTHER STORE,undefined,Invest Cont,10,Monday,0,Morning,0,0.0,8,0,12,0.49999999999999994,-0.8660254037844387
Newton,BATTERY - SIMPLE ASSAULT,64,M,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,10,Wednesday,0,Morning,0,0.0,6,0,0,0.49999999999999994,-0.8660254037844387
N Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,W,OTHER BUSINESS,undefined,Adult Other,16,Wednesday,0,Afternoon,0,24.0,4,0,8,-0.8660254037844385,-0.5000000000000004
Pacific,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",22,F,O,PARKING LOT,undefined,Invest Cont,18,Wednesday,0,Evening,0,0.0,9,0,18,-1.0,-1.8369701987210297e-16
N Hollywood,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,5,M,H,SINGLE FAMILY DWELLING,BELT FLAILING INSTRUMENT/CHAIN,Invest Cont,14,Wednesday,0,Afternoon,0,0.0,4,0,8,-0.4999999999999997,-0.8660254037844388
West Valley,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,M,O,SIDEWALK,undefined,Invest Cont,3,Friday,0,Night,1,72.0,6,0,15,0.7071067811865476,0.7071067811865476
Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",36,M,W,RESTAURANT/FAST FOOD,undefined,Invest Cont,19,Monday,0,Evening,0,96.0,6,0,6,-0.9659258262890684,0.2588190451025203
Rampart,ROBBERY,46,M,H,SIDEWALK,REVOLVER,Adult Arrest,22,Saturday,1,Night,1,0.0,6,1,9,-0.5000000000000004,0.8660254037844384
Foothill,BATTERY - SIMPLE ASSAULT,78,M,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Juv Other,0,Thursday,0,Night,1,168.0,3,0,19,0.0,1.0
West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,M,W,OTHER PREMISE,undefined,Invest Cont,23,Tuesday,0,Night,1,48.0,2,0,10,-0.25881904510252157,0.9659258262890681
West LA,BATTERY WITH SEXUAL CONTACT,48,M,W,RESTAURANT/FAST FOOD,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,20,Friday,0,Evening,0,672.0,12,0,11,-0.8660254037844386,0.5000000000000001
West Valley,EXTORTION,22,M,A,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,15,Friday,0,Afternoon,0,0.0,9,0,7,-0.7071067811865471,-0.7071067811865479
Northeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",43,M,H,"VEHICLE, PASSENGER/TRUCK",undefined,Invest Cont,19,Sunday,1,Evening,0,24.0,5,0,14,-0.9659258262890684,0.2588190451025203
Van Nuys,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,F,W,"VEHICLE, PASSENGER/TRUCK",undefined,Adult Arrest,20,Monday,0,Evening,0,0.0,3,0,11,-0.8660254037844386,0.5000000000000001
Foothill,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",53,M,W,SINGLE FAMILY DWELLING,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,9,Friday,0,Morning,0,48.0,12,0,19,0.7071067811865476,-0.7071067811865475
Pacific,SHOPLIFTING - PETTY THEFT ($950 & UNDER),41,M,W,LIQUOR STORE,undefined,Invest Cont,10,Friday,0,Morning,0,0.0,6,0,18,0.49999999999999994,-0.8660254037844387
Southwest,"THEFT, PERSON",32,F,H,STREET,undefined,Invest Cont,18,Friday,0,Evening,0,24.0,11,1,0,-1.0,-1.8369701987210297e-16
Northeast,OTHER MISCELLANEOUS CRIME,28,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,6,Wednesday,0,Morning,0,0.0,11,0,14,1.0,6.123233995736766e-17
Wilshire,CRIMINAL HOMICIDE,34,F,B,NIGHT CLUB (OPEN EVENINGS ONLY),KNIFE WITH BLADE 6INCHES OR LESS,Adult Arrest,0,Sunday,1,Night,1,0.0,1,0,12,0.0,1.0
Hollywood,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,14,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,12,Thursday,0,Afternoon,0,24.0,5,0,6,1.2246467991473532e-16,-1.0
Pacific,VANDALISM - MISDEAMEANOR ($399 OR UNDER),70,F,W,STREET,undefined,Invest Cont,23,Wednesday,0,Night,1,0.0,4,1,18,-0.25881904510252157,0.9659258262890681
Hollenbeck,SHOPLIFTING - PETTY THEFT ($950 & UNDER),31,F,H,OTHER BUSINESS,undefined,Invest Cont,9,Saturday,1,Morning,0,0.0,1,0,14,0.7071067811865476,-0.7071067811865475
West Valley,INTIMATE PARTNER - SIMPLE ASSAULT,21,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,21,Saturday,1,Evening,0,0.0,7,0,3,-0.7071067811865477,0.7071067811865474
Northeast,THEFT PLAIN - PETTY ($950 & UNDER),51,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,5,Monday,0,Night,1,0.0,8,0,14,0.9659258262890683,0.25881904510252074
Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,M,B,STREET,MACHETE,Invest Cont,15,Saturday,1,Afternoon,0,0.0,8,1,13,-0.7071067811865471,-0.7071067811865479
77th Street,INTIMATE PARTNER - AGGRAVATED ASSAULT,26,F,H,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,15,Saturday,1,Afternoon,0,0.0,1,0,0,-0.7071067811865471,-0.7071067811865479
Hollenbeck,THEFT OF IDENTITY,23,F,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,14,Thursday,0,Afternoon,0,768.0,4,0,14,-0.4999999999999997,-0.8660254037844388
Mission,THEFT OF IDENTITY,26,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,12,Tuesday,0,Afternoon,0,7752.0,4,0,11,1.2246467991473532e-16,-1.0
Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),24,M,B,THE BEVERLY CENTER,undefined,Invest Cont,18,Monday,0,Evening,0,0.0,1,0,12,-1.0,-1.8369701987210297e-16
Topanga,VEHICLE - ATTEMPT STOLEN,0,M,H,STREET,undefined,Invest Cont,12,Thursday,0,Afternoon,0,72.0,3,0,7,1.2246467991473532e-16,-1.0
West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",68,F,O,STREET,ROCK/THROWN OBJECT,Invest Cont,16,Wednesday,0,Afternoon,0,0.0,9,1,10,-0.8660254037844385,-0.5000000000000004
Topanga,BURGLARY,80,F,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,18,Saturday,1,Evening,0,0.0,10,0,16,-1.0,-1.8369701987210297e-16
Van Nuys,VIOLATION OF RESTRAINING ORDER,46,F,O,SINGLE FAMILY DWELLING,undefined,Adult Other,20,Tuesday,0,Evening,0,0.0,7,0,11,-0.8660254037844386,0.5000000000000001
77th Street,FALSE IMPRISONMENT,21,F,B,STREET,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,16,Wednesday,0,Afternoon,0,24.0,12,1,0,-0.8660254037844385,-0.5000000000000004
Northeast,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",74,F,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,12,Tuesday,0,Afternoon,0,2568.0,11,0,14,1.2246467991473532e-16,-1.0
Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),57,M,H,STREET,undefined,Invest Cont,5,Thursday,0,Night,1,0.0,6,0,0,0.9659258262890683,0.25881904510252074
Hollenbeck,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,51,M,H,OTHER/OUTSIDE,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,20,Tuesday,0,Evening,0,0.0,7,1,9,-0.8660254037844386,0.5000000000000001
Southwest,BRANDISH WEAPON,58,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,Adult Other,12,Friday,0,Afternoon,0,0.0,7,0,0,1.2246467991473532e-16,-1.0
Southwest,BURGLARY,42,F,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,9,Friday,0,Morning,0,0.0,1,0,12,0.7071067811865476,-0.7071067811865475
77th Street,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",40,F,B,STREET,undefined,Invest Cont,23,Saturday,1,Night,1,24.0,10,0,13,-0.25881904510252157,0.9659258262890681
Pacific,THEFT OF IDENTITY,73,M,W,OTHER PREMISE,undefined,Invest Cont,15,Thursday,0,Afternoon,0,288.0,4,0,18,-0.7071067811865471,-0.7071067811865479
Northeast,VIOLATION OF RESTRAINING ORDER,27,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Adult Other,21,Sunday,1,Evening,0,24.0,5,0,6,-0.7071067811865477,0.7071067811865474
Central,THEFT PLAIN - PETTY ($950 & UNDER),29,M,H,NIGHT CLUB (OPEN EVENINGS ONLY),undefined,Invest Cont,1,Saturday,1,Night,1,48.0,3,0,9,0.25881904510252074,0.9659258262890683
Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",47,M,O,PARKING LOT,MACE/PEPPER SPRAY,Invest Cont,11,Tuesday,0,Morning,0,0.0,10,0,11,0.258819045102521,-0.9659258262890682
Topanga,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,W,CLOTHING STORE,undefined,Invest Cont,14,Wednesday,0,Afternoon,0,0.0,3,0,16,-0.4999999999999997,-0.8660254037844388
Wilshire,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,13,Wednesday,0,Afternoon,0,0.0,9,0,12,-0.2588190451025208,-0.9659258262890683
Mission,BURGLARY FROM VEHICLE,40,M,W,DRIVEWAY,undefined,Invest Cont,3,Wednesday,0,Night,1,0.0,8,0,19,0.7071067811865476,0.7071067811865476
Pacific,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",43,M,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,20,Sunday,1,Evening,0,24.0,3,0,18,-0.8660254037844386,0.5000000000000001
N Hollywood,THEFT PLAIN - ATTEMPT,0,M,O,OTHER PREMISE,undefined,Invest Cont,16,Sunday,1,Afternoon,0,48.0,7,0,8,-0.8660254037844385,-0.5000000000000004
Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),72,F,W,STREET,undefined,Invest Cont,17,Sunday,1,Afternoon,0,72.0,2,0,4,-0.9659258262890683,-0.25881904510252063
West Valley,BATTERY - SIMPLE ASSAULT,65,M,O,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,12,Tuesday,0,Afternoon,0,0.0,3,0,3,1.2246467991473532e-16,-1.0
West LA,BATTERY - SIMPLE ASSAULT,29,M,W,OTHER PREMISE,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,8,Sunday,1,Morning,0,0.0,4,0,10,0.8660254037844387,-0.4999999999999998
Rampart,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0,M,H,PARKING LOT,VEHICLE,Invest Cont,22,Friday,0,Night,1,0.0,5,1,9,-0.5000000000000004,0.8660254037844384
Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,M,H,SINGLE FAMILY DWELLING,TIRE IRON,Adult Arrest,19,Wednesday,0,Evening,0,0.0,4,0,9,-0.9659258262890684,0.2588190451025203
Mission,THEFT OF IDENTITY,23,F,H,SINGLE FAMILY DWELLING,undefined,Invest Cont,6,Thursday,0,Morning,0,0.0,11,0,15,1.0,6.123233995736766e-17
Topanga,THEFT OF IDENTITY,59,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,12,Thursday,0,Afternoon,0,24.0,4,0,16,1.2246467991473532e-16,-1.0
Van Nuys,THEFT OF IDENTITY,75,M,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,0,Tuesday,0,Night,1,4440.0,9,0,11,0.0,1.0
Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",53,M,W,BUS STOP,undefined,Invest Cont,12,Saturday,1,Afternoon,0,72.0,7,1,9,1.2246467991473532e-16,-1.0
N Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",22,M,B,SINGLE FAMILY DWELLING,undefined,Invest Cont,13,Friday,0,Afternoon,0,96.0,7,0,8,-0.2588190451025208,-0.9659258262890683
77th Street,THEFT OF IDENTITY,41,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",undefined,Invest Cont,21,Friday,0,Evening,0,13080.0,3,0,0,-0.7071067811865477,0.7071067811865474
Central,BATTERY - SIMPLE ASSAULT,43,M,H,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,12,Monday,0,Afternoon,0,0.0,12,0,9,1.2246467991473532e-16,-1.0
Northeast,CHILD ANNOYING (17YRS & UNDER),7,M,H,PARKING LOT,undefined,Invest Cont,16,Saturday,1,Afternoon,0,24.0,11,0,14,-0.8660254037844385,-0.5000000000000004
Pacific,BURGLARY,72,M,A,PET STORE,undefined,Invest Cont,6,Wednesday,0,Morning,0,0.0,1,0,18,1.0,6.123233995736766e-17
West Valley,BURGLARY,45,F,O,SINGLE FAMILY DWELLING,undefined,Invest Cont,21,Friday,0,Evening,0,24.0,2,0,7,-0.7071067811865477,0.7071067811865474
Central,INTIMATE PARTNER - SIMPLE ASSAULT,23,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,11,Tuesday,0,Morning,0,0.0,3,0,9,0.258819045102521,-0.9659258262890682
Central,BURGLARY FROM VEHICLE,31,M,H,PARKING LOT,undefined,Invest Cont,0,Sunday,1,Night,1,48.0,10,0,9,0.0,1.0
Newton,BURGLARY FROM VEHICLE,44,F,B,STREET,undefined,Invest Cont,23,Friday,0,Night,1,72.0,11,1,9,-0.25881904510252157,0.9659258262890681
Wilshire,DISTURBING THE PEACE,68,M,W,DRUG STORE,undefined,Invest Cont,16,Wednesday,0,Afternoon,0,144.0,11,0,12,-0.8660254037844385,-0.5000000000000004
Topanga,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,F,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,17,Monday,0,Afternoon,0,0.0,7,0,16,-0.9659258262890683,-0.25881904510252063
Southeast,THROWING OBJECT AT MOVING VEHICLE,18,F,H,STREET,BLUNT INSTRUMENT,Juv Arrest,14,Tuesday,0,Afternoon,0,0.0,1,1,13,-0.4999999999999997,-0.8660254037844388
Pacific,BATTERY - SIMPLE ASSAULT,20,F,H,DEPARTMENT STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,16,Tuesday,0,Afternoon,0,0.0,3,0,4,-0.8660254037844385,-0.5000000000000004
Hollywood,CONTEMPT OF COURT,3,F,H,SINGLE FAMILY DWELLING,undefined,Adult Other,16,Monday,0,Afternoon,0,0.0,2,0,6,-0.8660254037844385,-0.5000000000000004
Pacific,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,M,B,TRANSIENT ENCAMPMENT,PIPE/METAL PIPE,Adult Other,9,Monday,0,Morning,0,0.0,2,1,4,0.7071067811865476,-0.7071067811865475
Van Nuys,SHOPLIFTING - PETTY THEFT ($950 & UNDER),20,M,H,CLOTHING STORE,undefined,Invest Cont,14,Tuesday,0,Afternoon,0,24.0,11,0,11,-0.4999999999999997,-0.8660254037844388
Southeast,CRIMINAL THREATS - NO WEAPON DISPLAYED,49,F,O,SINGLE FAMILY DWELLING,VERBAL THREAT,Invest Cont,17,Friday,0,Afternoon,0,0.0,3,0,13,-0.9659258262890683,-0.25881904510252063
Central,BURGLARY FROM VEHICLE,40,F,H,STREET,undefined,Invest Cont,20,Friday,0,Evening,0,48.0,6,0,9,-0.8660254037844386,0.5000000000000001
Northeast,BURGLARY,28,F,W,SINGLE FAMILY DWELLING,undefined,Adult Other,21,Tuesday,0,Evening,0,48.0,8,0,14,-0.7071067811865477,0.7071067811865474
Newton,THEFT PLAIN - PETTY ($950 & UNDER),71,F,B,SINGLE FAMILY DWELLING,undefined,Invest Cont,10,Friday,0,Morning,0,0.0,4,0,0,0.49999999999999994,-0.8660254037844387
West Valley,BURGLARY FROM VEHICLE,26,F,W,STREET,undefined,Invest Cont,12,Saturday,1,Afternoon,0,0.0,2,0,3,1.2246467991473532e-16,-1.0
Mission,OTHER ASSAULT,38,M,H,MARKET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,18,Tuesday,0,Evening,0,0.0,6,0,19,-1.0,-1.8369701987210297e-16
Mission,ATTEMPTED ROBBERY,59,M,A,STREET,HAMMER,Adult Arrest,6,Thursday,0,Morning,0,0.0,5,0,15,1.0,6.123233995736766e-17
Pacific,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",32,F,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,23,Wednesday,0,Night,1,120.0,4,0,4,-0.25881904510252157,0.9659258262890681
Southeast,CRIMINAL HOMICIDE,27,M,B,STREET,UNKNOWN FIREARM,Invest Cont,16,Friday,0,Afternoon,0,0.0,8,1,13,-0.8660254037844385,-0.5000000000000004
Hollywood,BRANDISH WEAPON,57,M,H,SIDEWALK,FOLDING KNIFE,Adult Other,14,Wednesday,0,Afternoon,0,0.0,6,0,6,-0.4999999999999997,-0.8660254037844388
N Hollywood,BURGLARY FROM VEHICLE,27,M,B,PARKING LOT,undefined,Invest Cont,15,Wednesday,0,Afternoon,0,24.0,4,0,8,-0.7071067811865471,-0.7071067811865479
77th Street,SHOPLIFTING - PETTY THEFT ($950 & UNDER),34,M,H,WAREHOUSE,undefined,Invest Cont,20,Sunday,1,Evening,0,24.0,3,0,0,-0.8660254037844386,0.5000000000000001
Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,7,Sunday,1,Morning,0,0.0,2,0,6,0.9659258262890683,-0.25881904510252063
Olympic,THEFT OF IDENTITY,35,F,W,SINGLE FAMILY DWELLING,undefined,Invest Cont,0,Friday,0,Night,1,0.0,7,0,6,0.0,1.0
Pacific,THEFT PLAIN - PETTY ($950 & UNDER),42,M,B,BEACH,undefined,Invest Cont,11,Saturday,1,Morning,0,0.0,5,0,18,0.258819045102521,-0.9659258262890682
Rampart,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,25,F,H,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,12,Friday,0,Afternoon,0,0.0,8,1,9,1.2246467991473532e-16,-1.0
Topanga,CRIMINAL THREATS - NO WEAPON DISPLAYED,19,F,O,STREET,VERBAL THREAT,Adult Other,17,Sunday,1,Afternoon,0,0.0,4,0,16,-0.9659258262890683,-0.25881904510252063
Newton,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,M,W,SIDEWALK,undefined,Invest Cont,5,Thursday,0,Night,1,0.0,6,0,0,0.9659258262890683,0.25881904510252074
